Title,Handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4,Diamond Shape (product.metafields.custom.diamond_shape),Diamond Colour (product.metafields.custom.diamond_colour),Diamond Clarity (product.metafields.custom.diamond_clarity),Setting Style (product.metafields.custom.setting_style),Made In (product.metafields.custom.made_in)
Aurora Emerald & Pear Diamond Stud Earrings,aurora-emerald-pear-diamond-stud-earrings,"The iconic Toi et Moi design, pairing a striking emerald-cut diamond with a brilliant pear-cut diamond in perfect harmony. Handcrafted in Australia using ethically sourced diamonds.",Arlena,Apparel & Accessories > Jewelry > Earrings,Earrings,"Toi et Moi, Earrings, Diamonds, New Arrival",TRUE,active,AUR-STUD-9KYel-LAB-050ct,,Metal,9K Yellow Gold,,Diamond,Lab Grown,,Carat Weight,0.50ct,,2490.00,2863.50,996.00,TRUE,,,,,,shopify,100,DENY,100,g,TRUE,manual,,,,,FALSE,Aurora Emerald & Pear Diamond Stud Earrings | Arlena,Shop our Toi et Moi Aurora emerald and pear diamond stud earrings. Handcrafted to order in Australia.,,,,,,,,,New,FALSE,,,,,,Emerald & Pear,D - F,VS1 - VS2,Four-Prong,Australia
,aurora-emerald-pear-diamond-stud-earrings,,,,,,,,AUR-STUD-9KYel-LAB-100ct,,Metal,9K Yellow Gold,,Diamond,Lab Grown,,Carat Weight,1.00ct,,3690.00,4243.50,1476.00,TRUE,,,,,,shopify,100,DENY,100,g,TRUE,manual,,,,,FALSE,Aurora Emerald & Pear Diamond Stud Earrings | Arlena,Shop our Toi et Moi Aurora emerald and pear diamond stud earrings. Handcrafted to order in Australia.,,,,,,,,,New,FALSE,,,,,,,,,,
,aurora-emerald-pear-diamond-stud-earrings,,,,,,,,AUR-STUD-9KYel-LAB-200ct,,Metal,9K Yellow Gold,,Diamond,Lab Grown,,Carat Weight,2.00ct,,5990.00,6888.50,2396.00,TRUE,,,,,,shopify,100,DENY,100,g,TRUE,manual,,,,,FALSE,Aurora Emerald & Pear Diamond Stud Earrings | Arlena,Shop our Toi et Moi Aurora emerald and pear diamond stud earrings. Handcrafted to order in Australia.,,,,,,,,,New,FALSE,,,,,,,,,,
,aurora-emerald-pear-diamond-stud-earrings,,,,,,,,AUR-STUD-9KYel-NAT-050ct,,Metal,9K Yellow Gold,,Diamond,Natural,,Carat Weight,0.50ct,,4290.00,4933.50,1716.00,TRUE,,,,,,shopify,100,DENY,100,g,TRUE,manual,,,,,FALSE,Aurora Emerald & Pear Diamond Stud Earrings | Arlena,Shop our Toi et Moi Aurora emerald and pear diamond stud earrings. Handcrafted to order in Australia.,,,,,,,,,New,FALSE,,,,,,,,,,
,aurora-emerald-pear-diamond-stud-earrings,,,,,,,,AUR-STUD-9KYel-NAT-100ct,,Metal,9K Yellow Gold,,Diamond,Natural,,Carat Weight,1.00ct,,7090.00,8153.50,2836.00,TRUE,,,,,,shopify,100,DENY,100,g,TRUE,manual,,,,,FALSE,Aurora Emerald & Pear Diamond Stud Earrings | Arlena,Shop our Toi et Moi Aurora emerald and pear diamond stud earrings. Handcrafted to order in Australia.,,,,,,,,,New,FALSE,,,,,,,,,,
,aurora-emerald-pear-diamond-stud-earrings,,,,,,,,AUR-STUD-9KYel-NAT-200ct,,Metal,9K Yellow Gold,,Diamond,Natural,,Carat Weight,2.00ct,,13790.00,15858.50,5516.00,TRUE,,,,,,shopify,100,DENY,100,g,TRUE,manual,,,,,FALSE,Aurora Emerald & Pear Diamond Stud Earrings | Arlena,Shop our Toi et Moi Aurora emerald and pear diamond stud earrings. Handcrafted to order in Australia.,,,,,,,,,New,FALSE,,,,,,,,,,
,aurora-emerald-pear-diamond-stud-earrings,,,,,,,,AUR-STUD-9KWhi-LAB-050ct,,Metal,9K White Gold,,Diamond,Lab Grown,,Carat Weight,0.50ct,,2490.00,2863.50,996.00,TRUE,,,,,,shopify,100,DENY,100,g,TRUE,manual,,,,,FALSE,Aurora Emerald & Pear Diamond Stud Earrings | Arlena,Shop our Toi et Moi Aurora emerald and pear diamond stud earrings. Handcrafted to order in Australia.,,,,,,,,,New,FALSE,,,,,,,,,,
,aurora-emerald-pear-diamond-stud-earrings,,,,,,,,AUR-STUD-9KWhi-LAB-100ct,,Metal,9K White Gold,,Diamond,Lab Grown,,Carat Weight,1.00ct,,3690.00,4243.50,1476.00,TRUE,,,,,,shopify,100,DENY,100,g,TRUE,manual,,,,,FALSE,Aurora Emerald & Pear Diamond Stud Earrings | Arlena,Shop our Toi et Moi Aurora emerald and pear diamond stud earrings. Handcrafted to order in Australia.,,,,,,,,,New,FALSE,,,,,,,,,,
,aurora-emerald-pear-diamond-stud-earrings,,,,,,,,AUR-STUD-9KWhi-LAB-200ct,,Metal,9K White Gold,,Diamond,Lab Grown,,Carat Weight,2.00ct,,5990.00,6888.50,2396.00,TRUE,,,,,,shopify,100,DENY,100,g,TRUE,manual,,,,,FALSE,Aurora Emerald & Pear Diamond Stud Earrings | Arlena,Shop our Toi et Moi Aurora emerald and pear diamond stud earrings. Handcrafted to order in Australia.,,,,,,,,,New,FALSE,,,,,,,,,,
,aurora-emerald-pear-diamond-stud-earrings,,,,,,,,AUR-STUD-9KWhi-NAT-050ct,,Metal,9K White Gold,,Diamond,Natural,,Carat Weight,0.50ct,,4290.00,4933.50,1716.00,TRUE,,,,,,shopify,100,DENY,100,g,TRUE,manual,,,,,FALSE,Aurora Emerald & Pear Diamond Stud Earrings | Arlena,Shop our Toi et Moi Aurora emerald and pear diamond stud earrings. Handcrafted to order in Australia.,,,,,,,,,New,FALSE,,,,,,,,,,
,aurora-emerald-pear-diamond-stud-earrings,,,,,,,,AUR-STUD-9KWhi-NAT-100ct,,Metal,9K White Gold,,Diamond,Natural,,Carat Weight,1.00ct,,7090.00,8153.50,2836.00,TRUE,,,,,,shopify,100,DENY,100,g,TRUE,manual,,,,,FALSE,Aurora Emerald & Pear Diamond Stud Earrings | Arlena,Shop our Toi et Moi Aurora emerald and pear diamond stud earrings. Handcrafted to order in Australia.,,,,,,,,,New,FALSE,,,,,,,,,,
,aurora-emerald-pear-diamond-stud-earrings,,,,,,,,AUR-STUD-9KWhi-NAT-200ct,,Metal,9K White Gold,,Diamond,Natural,,Carat Weight,2.00ct,,13790.00,15858.50,5516.00,TRUE,,,,,,shopify,100,DENY,100,g,TRUE,manual,,,,,FALSE,Aurora Emerald & Pear Diamond Stud Earrings | Arlena,Shop our Toi et Moi Aurora emerald and pear diamond stud earrings. Handcrafted to order in Australia.,,,,,,,,,New,FALSE,,,,,,,,,,
,aurora-emerald-pear-diamond-stud-earrings,,,,,,,,AUR-STUD-14KWh-LAB-050ct,,Metal,14K White Gold,,Diamond,Lab Grown,,Carat Weight,0.50ct,,2790.00,3208.50,1116.00,TRUE,,,,,,shopify,100,DENY,100,g,TRUE,manual,,,,,FALSE,Aurora Emerald & Pear Diamond Stud Earrings | Arlena,Shop our Toi et Moi Aurora emerald and pear diamond stud earrings. Handcrafted to order in Australia.,,,,,,,,,New,FALSE,,,,,,,,,,
,aurora-emerald-pear-diamond-stud-earrings,,,,,,,,AUR-STUD-14KWh-LAB-100ct,,Metal,14K White Gold,,Diamond,Lab Grown,,Carat Weight,1.00ct,,3990.00,4588.50,1596.00,TRUE,,,,,,shopify,100,DENY,100,g,TRUE,manual,,,,,FALSE,Aurora Emerald & Pear Diamond Stud Earrings | Arlena,Shop our Toi et Moi Aurora emerald and pear diamond stud earrings. Handcrafted to order in Australia.,,,,,,,,,New,FALSE,,,,,,,,,,
,aurora-emerald-pear-diamond-stud-earrings,,,,,,,,AUR-STUD-14KWh-LAB-200ct,,Metal,14K White Gold,,Diamond,Lab Grown,,Carat Weight,2.00ct,,6290.00,7233.50,2516.00,TRUE,,,,,,shopify,100,DENY,100,g,TRUE,manual,,,,,FALSE,Aurora Emerald & Pear Diamond Stud Earrings | Arlena,Shop our Toi et Moi Aurora emerald and pear diamond stud earrings. Handcrafted to order in Australia.,,,,,,,,,New,FALSE,,,,,,,,,,
,aurora-emerald-pear-diamond-stud-earrings,,,,,,,,AUR-STUD-14KWh-NAT-050ct,,Metal,14K White Gold,,Diamond,Natural,,Carat Weight,0.50ct,,4590.00,5278.50,1836.00,TRUE,,,,,,shopify,100,DENY,100,g,TRUE,manual,,,,,FALSE,Aurora Emerald & Pear Diamond Stud Earrings | Arlena,Shop our Toi et Moi Aurora emerald and pear diamond stud earrings. Handcrafted to order in Australia.,,,,,,,,,New,FALSE,,,,,,,,,,
